time,coin,dir,px,sz,ntl,fee,closedPnl
11/24/2025 - 07:24:34,HYPE,Open Long,31.52,2,63.04,0.009077,-0.009077
11/24/2025 - 07:24:34,HYPE,Open Long,31.52,669.72,21109.5744,3.039778,-3.039778
11/24/2025 - 07:24:34,HYPE,Open Long,31.52,284.01,8951.9952,1.289087,-1.289087
11/24/2025 - 07:24:34,HYPE,Open Long,31.52,337.4,10634.848,1.531417,-1.531417
11/24/2025 - 07:27:12,HYPE,Open Long,31.348888423,85.86,2691.6155599987796,1.162777,-1.162777
11/24/2025 - 07:31:09,HYPE,Open Long,31.3476874477,203.23,6370.7905199960705,2.75218,-2.75218
11/24/2025 - 07:31:23,HYPE,Open Long,31.3414044937,157.11,4924.048060005208,2.127186,-2.127186
11/24/2025 - 07:31:29,HYPE,Open Long,31.3448246055,27.88,873.89371000134,0.377521,-0.377521
11/24/2025 - 09:23:02,HYPE,Close Long,31.5691044924,1767.21,55789.2371500142,24.100936,145.382442
11/24/2025 - 09:24:16,MON,Open Long,0.0308,33166,1021.5128000000001,0.147097,-0.147097
11/24/2025 - 09:24:38,MON,Open Long,0.0308,10000,308,0.044351,-0.044351
11/24/2025 - 09:24:40,MON,Open Long,0.0308,10000,308,0.044351,-0.044351
11/24/2025 - 09:25:42,MON,Open Long,0.0309249349,168224,5202.3162486176,2.247387,-2.247387
11/24/2025 - 09:27:00,MON,Open Long,0.0308381701,99140,3057.296183714,1.320747,-1.320747
11/24/2025 - 09:27:46,MON,Open Long,0.0306504864,46202,1416.1137726528,0.611759,-0.611759
11/24/2025 - 09:43:00,MON,Open Long,0.0305,2200,67.1,0.009662,-0.009662
11/24/2025 - 09:43:00,MON,Open Long,0.0305,10000,305,0.043919,-0.043919
11/24/2025 - 09:43:00,MON,Open Long,0.0305,7445,227.0725,0.032698,-0.032698
11/24/2025 - 09:43:01,MON,Open Long,0.0305,1857,56.6385,0.008155,-0.008155
11/24/2025 - 09:43:01,MON,Open Long,0.0305,2555,77.9275,0.011221,-0.011221
11/24/2025 - 09:43:02,MON,Open Long,0.0305,24419,744.7795,0.107248,-0.107248
11/24/2025 - 09:44:09,MON,Open Long,0.0303,9946,301.3638,0.043396,-0.043396
11/24/2025 - 09:44:10,MON,Open Long,0.0303,407,12.3321,0.001775,-0.001775
11/24/2025 - 09:48:11,MON,Open Long,0.0303,720,21.816,0.003141,-0.003141
11/24/2025 - 09:48:15,MON,Open Long,0.0303,25250,765.075,0.11017,-0.11017
11/24/2025 - 09:48:18,MON,Open Long,0.0303,25250,765.075,0.11017,-0.11017
11/24/2025 - 09:48:20,MON,Open Long,0.0303,10067,305.0301,0.043924,-0.043924
11/24/2025 - 09:48:21,MON,Open Long,0.0303,1392,42.1776,0.006073,-0.006073
11/24/2025 - 09:48:21,MON,Open Long,0.0303,482,14.6046,0.002103,-0.002103
11/24/2025 - 12:50:57,MON,Open Long,0.030245,16229,490.846105,0.212045,-0.212045
11/24/2025 - 13:04:58,MON,Open Long,0.0301566131,8322,250.9633342182,0.108416,-0.108416
11/24/2025 - 13:07:06,MON,Open Long,0.030163,494,14.900521999999999,0.002145,-0.002145
11/24/2025 - 14:32:17,MON,Open Long,0.0287148629,65972,1894.3769352388,0.818369,-0.818369
11/24/2025 - 15:03:08,MON,Close Long,0.0269080045,579739,15599.619620825499,6.739029,-2076.9843769999998
11/24/2025 - 15:07:35,MON,Open Long,0.0277059135,408856,11327.728969955999,4.893565,-4.893565
11/24/2025 - 15:13:45,MON,Close Long,0.0260191268,408856,10638.0761069408,4.595637,-693.874996
11/24/2025 - 15:51:08,MON,Open Short,0.02623,11755,308.33365,0.0444,-0.0444
11/24/2025 - 15:51:08,MON,Open Short,0.02623,574616,15072.17768,2.170393,-2.170393
11/24/2025 - 16:05:05,MON,Close Short,0.026185,586371,15354.124635,6.632981,19.753714
11/24/2025 - 16:07:05,MON,Open Long,0.02580555,609560,15730.031058,6.795368,-6.795368
11/24/2025 - 16:12:18,MON,Open Long,0.025091,5964,149.642724,0.064645,-0.064645
11/24/2025 - 19:31:39,MON,Close Long,0.0287316675,615524,17685.03090627,7.639927,1798.102828
11/24/2025 - 19:36:01,SUI,Open Short,1.52,22462.1,34142.392,4.916504,-4.916504
11/24/2025 - 19:36:01,SUI,Open Short,1.52,10539.6,16020.192000000001,2.306907,-2.306907
11/24/2025 - 19:38:34,SUI,Open Short,1.5257765915,2422.2,3695.7360599312997,1.596557,-1.596557
11/24/2025 - 19:39:18,SUI,Open Short,1.5311,1253.1,1918.6214099999997,0.828844,-0.828844
11/24/2025 - 19:45:16,SUI,Open Short,1.5353,754.5,1158.3838500000002,0.500421,-0.500421
11/24/2025 - 20:16:33,SUI,Open Short,1.5384,2547.9,3919.6893600000003,1.693305,-1.693305
11/24/2025 - 20:25:54,SUI,Open Short,1.5403,1095.4,1687.2446200000002,0.728889,-0.728889
11/25/2025 - 00:57:09,SUI,Close Short,1.527215696,41074.8,62730.07927006081,27.099387,-215.045185
11/25/2025 - 00:58:03,SUI,Open Long,1.527,6361.9,9714.621299999999,4.196715,-4.196715
11/25/2025 - 00:58:19,SUI,Open Long,1.527,12.8,19.5456,0.002814,-0.002814
11/25/2025 - 00:58:27,SUI,Open Long,1.527,1741,2658.507,0.382823,-0.382823
11/25/2025 - 00:58:27,SUI,Open Long,1.527,645.8,986.1365999999999,0.142002,-0.142002
11/25/2025 - 00:58:27,SUI,Open Long,1.527,434.6,663.6342,0.095563,-0.095563
11/25/2025 - 00:58:30,SUI,Open Long,1.527,822.8,1256.4155999999998,0.180923,-0.180923
11/25/2025 - 00:58:48,SUI,Open Long,1.527,8063.2,12312.506399999998,1.772994,-1.772994
11/25/2025 - 00:58:49,SUI,Open Long,1.527,12.9,19.6983,0.002836,-0.002836
11/25/2025 - 01:00:06,SUI,Open Long,1.527,10372.9,15839.4183,2.280868,-2.280868
11/25/2025 - 01:02:43,SUI,Open Long,1.5246339873,993.9,1515.33371997747,0.654623,-0.654623
11/25/2025 - 01:08:38,SUI,Close Long,1.5342835774,29461.8,45202.75590064332,19.527582,197.416662
11/25/2025 - 01:31:51,SUI,Open Long,1.5265,574.3,876.6689499999999,0.12624,-0.12624
11/25/2025 - 01:31:53,SUI,Open Long,1.5265,1437,2193.5805,0.315874,-0.315874
11/25/2025 - 01:31:54,SUI,Open Long,1.5265,2048,3126.272,0.450183,-0.450183
11/25/2025 - 01:31:54,SUI,Open Long,1.5265,718.5,1096.79025,0.157937,-0.157937
11/25/2025 - 01:31:54,SUI,Open Long,1.5265,13530,20653.545,2.97411,-2.97411
11/25/2025 - 01:31:54,SUI,Open Long,1.5265,5015.5,7656.16075,1.102483,-1.102483
11/25/2025 - 01:48:28,SUI,Close Long,1.5381237998,23323.3,35874.12281987534,15.497617,255.717558
11/25/2025 - 01:49:24,SUI,Open Short,1.5385794035,23038.4,35446.4077295944,15.312842,-15.312842
11/25/2025 - 01:55:43,SUI,Open Short,1.5455,1180.6,1824.6173,0.788234,-0.788234
11/25/2025 - 02:04:14,SUI,Open Short,1.5486960635,655.4,1015.0154000179,0.438485,-0.438485
11/25/2025 - 02:17:58,SUI,Open Short,1.5516,614.6,953.6133600000001,0.41196,-0.41196
11/25/2025 - 03:38:23,SUI,Close Short,1.5296748052,25489,38989.8811097428,16.843621,232.826099
11/25/2025 - 05:16:20,SUI,Open Short,1.5475,1388.9,2149.3227500000003,0.309501,-0.309501
11/25/2025 - 05:16:20,SUI,Open Short,1.5475,993.2,1536.977,0.221324,-0.221324
11/25/2025 - 05:16:20,SUI,Open Short,1.5475,99.3,153.66675,0.022128,-0.022128
11/25/2025 - 05:16:20,SUI,Open Short,1.5475,7312.9,11316.71275,1.629602,-1.629602
11/25/2025 - 05:16:20,SUI,Open Short,1.5475,7879.9,12194.14525,1.755947,-1.755947
11/25/2025 - 05:55:30,SUI,Open Short,1.5561,601.4,935.83854,0.404282,-0.404282
11/25/2025 - 05:58:09,SUI,Open Short,1.5626,572.1,893.96346,0.386192,-0.386192
11/25/2025 - 11:52:08,SUI,Close Short,1.534699288,18847.7,28925.551770437603,12.495832,242.52696899999998
11/25/2025 - 12:19:56,NEAR,Open Long,1.8546,180.1,334.01346,0.048097,-0.048097
11/25/2025 - 12:19:56,NEAR,Open Long,1.8546,180.1,334.01346,0.048097,-0.048097
11/25/2025 - 12:20:01,NEAR,Open Long,1.8546,3780.5,7011.3153,1.009626,-1.009626
11/25/2025 - 12:20:01,NEAR,Open Long,1.8546,5745.3,10655.23338,1.534351,-1.534351
11/25/2025 - 12:20:01,NEAR,Open Long,1.8546,2828.8,5246.29248,0.755464,-0.755464
11/25/2025 - 12:20:01,NEAR,Open Long,1.8546,1183.5,2194.9191,0.316067,-0.316067
11/25/2025 - 12:20:01,NEAR,Open Long,1.8546,6786.7,12586.61382,1.812471,-1.812471
11/25/2025 - 12:20:37,NEAR,Open Long,1.8487,630.4,1165.42048,0.503461,-0.503461
11/25/2025 - 14:47:19,SUI,Open Long,1.5094,722.9,1091.14526,0.157124,-0.157124
11/25/2025 - 14:47:19,SUI,Open Long,1.5094,18586.8,28054.91592,4.039907,-4.039907
11/25/2025 - 14:47:19,SUI,Open Long,1.5094,168.7,254.63577999999998,0.036667,-0.036667
11/25/2025 - 18:36:26,SUI,Close Long,1.5031871796,19478.4,29279.681159120642,12.648815,-133.664615
11/25/2025 - 18:58:14,NEAR,Close Long,1.9034428554,21315.4,40572.645839993165,17.527371,1027.414401
11/25/2025 - 19:40:04,XPL,Open Short,0.21057,288,60.64416,0.00873,-0.00873
11/25/2025 - 19:40:05,XPL,Open Short,0.21057,96,20.21472,0.00291,-0.00291
11/25/2025 - 19:40:05,XPL,Open Short,0.21057,192,40.42944,0.00582,-0.00582
11/25/2025 - 19:40:05,XPL,Open Short,0.21057,96,20.21472,0.00291,-0.00291
11/25/2025 - 19:40:05,XPL,Open Short,0.21057,1190,250.5783,0.036083,-0.036083
11/25/2025 - 19:41:16,XPL,Open Short,0.21057,384,80.85888,0.01164,-0.01164
11/25/2025 - 19:41:16,XPL,Open Short,0.21057,192,40.42944,0.00582,-0.00582
11/25/2025 - 19:41:16,XPL,Open Short,0.21057,96,20.21472,0.00291,-0.00291
11/25/2025 - 19:41:16,XPL,Open Short,0.21057,96,20.21472,0.00291,-0.00291
11/25/2025 - 19:41:16,XPL,Open Short,0.21057,192,40.42944,0.00582,-0.00582
11/25/2025 - 19:41:17,XPL,Open Short,0.21057,192,40.42944,0.00582,-0.00582
11/25/2025 - 19:41:17,XPL,Open Short,0.21057,96,20.21472,0.00291,-0.00291
11/25/2025 - 19:41:17,XPL,Open Short,0.21057,96,20.21472,0.00291,-0.00291
11/25/2025 - 19:41:17,XPL,Open Short,0.21057,192,40.42944,0.00582,-0.00582
11/25/2025 - 19:41:17,XPL,Open Short,0.21057,192,40.42944,0.00582,-0.00582
11/25/2025 - 19:41:17,XPL,Open Short,0.21057,96,20.21472,0.00291,-0.00291
11/25/2025 - 19:41:17,XPL,Open Short,0.21057,96,20.21472,0.00291,-0.00291
11/25/2025 - 19:41:17,XPL,Open Short,0.21057,96,20.21472,0.00291,-0.00291
11/25/2025 - 19:41:17,XPL,Open Short,0.21057,192,40.42944,0.00582,-0.00582
11/25/2025 - 19:41:18,XPL,Open Short,0.21057,96,20.21472,0.00291,-0.00291
11/25/2025 - 19:41:18,XPL,Open Short,0.21057,96,20.21472,0.00291,-0.00291
11/25/2025 - 19:41:18,XPL,Open Short,0.21057,96,20.21472,0.00291,-0.00291
11/25/2025 - 19:41:18,XPL,Open Short,0.21057,96,20.21472,0.00291,-0.00291
11/25/2025 - 19:41:18,XPL,Open Short,0.21057,96,20.21472,0.00291,-0.00291
11/25/2025 - 19:41:18,XPL,Open Short,0.21057,96,20.21472,0.00291,-0.00291
11/25/2025 - 19:41:18,XPL,Open Short,0.21057,96,20.21472,0.00291,-0.00291
11/25/2025 - 19:41:18,XPL,Open Short,0.21057,96,20.21472,0.00291,-0.00291
11/25/2025 - 19:41:19,XPL,Open Short,0.21057,192,40.42944,0.00582,-0.00582
11/25/2025 - 19:41:19,XPL,Open Short,0.21057,96,20.21472,0.00291,-0.00291
11/25/2025 - 19:41:19,XPL,Open Short,0.21057,96,20.21472,0.00291,-0.00291
11/25/2025 - 19:41:19,XPL,Open Short,0.21057,96,20.21472,0.00291,-0.00291
11/25/2025 - 19:41:26,XPL,Open Short,0.21057,135118,28451.79726,4.097057,-4.097057
11/25/2025 - 20:44:11,XPL,Open Short,0.2121973607,15595,3309.2178401165,1.429579,-1.429579
11/25/2025 - 20:50:39,XPL,Open Short,0.2131221974,4246,904.9168501603999,0.390923,-0.390923
11/25/2025 - 20:50:45,XPL,Open Short,0.21312,4246,904.90752,0.39092,-0.39092
11/25/2025 - 20:58:04,XPL,Open Short,0.21435,3923,840.8950500000001,0.363266,-0.363266
11/25/2025 - 20:58:10,XPL,Open Short,0.21463,3923,841.99349,0.363741,-0.363741
11/25/2025 - 20:58:42,XPL,Open Short,0.21497,3559,765.07823,0.330513,-0.330513
11/25/2025 - 20:58:53,XPL,Open Short,0.2150693041,17360,3733.603119176,1.612913,-1.612913
11/25/2025 - 21:52:59,XPL,Open Short,0.2161166438,21754,4701.4014692252,2.031003,-2.031003
11/25/2025 - 23:15:10,XPL,Close Short,0.207549482,215042,44631.855708244,19.280949,922.284317
11/26/2025 - 01:51:42,XPL,Open Short,0.21737,79,17.17223,0.002472,-0.002472
11/26/2025 - 01:51:42,XPL,Open Short,0.21737,3193,694.06241,0.099944,-0.099944
11/26/2025 - 01:51:43,XPL,Open Short,0.21737,6223,1352.69351,0.194787,-0.194787
11/26/2025 - 01:51:43,XPL,Open Short,0.21737,14997,3259.89789,0.469424,-0.469424
11/26/2025 - 01:51:43,XPL,Open Short,0.21737,4000,869.48,0.125204,-0.125204
11/26/2025 - 01:51:56,XPL,Open Short,0.21737,63845,13877.987650000001,1.998427,-1.998427
11/26/2025 - 02:06:27,XPL,Close Short,0.2148679851,92337,19840.2651401787,8.57099,222.45756
11/26/2025 - 02:26:29,XPL,Open Short,0.21669,10274,2226.27306,0.320583,-0.320583
11/26/2025 - 02:26:38,XPL,Open Short,0.21669,93,20.152169999999998,0.002901,-0.002901
11/26/2025 - 02:26:38,XPL,Open Short,0.21669,93,20.152169999999998,0.002901,-0.002901
11/26/2025 - 02:26:41,XPL,Open Short,0.21669,964,208.88916,0.03008,-0.03008
11/26/2025 - 02:26:42,XPL,Open Short,0.21669,64208,13913.23152,2.003503,-2.003503
11/26/2025 - 02:26:42,XPL,Open Short,0.21669,13575,2941.56675,0.423581,-0.423581
11/26/2025 - 02:27:55,XPL,Open Short,0.21739,2939,638.90921,0.276008,-0.276008
11/26/2025 - 02:31:08,XPL,Open Short,0.2177406397,2939,639.9397400783,0.276452,-0.276452
11/26/2025 - 02:32:12,XPL,Open Short,0.21857,2939,642.3772299999999,0.277506,-0.277506
11/26/2025 - 02:35:57,XPL,Open Short,0.219406771,2939,644.836499969,0.278568,-0.278568
11/26/2025 - 02:40:42,XPL,Open Short,0.21998,2520,554.3496,0.239479,-0.239479
11/26/2025 - 03:02:30,XPL,Close Short,0.217488855,103483,22506.399181965,9.722754,-65.485084
11/26/2025 - 04:36:57,XPL,Open Long,0.2104256239,37369,7863.3951395191,3.396983,-3.396983
11/26/2025 - 04:36:58,XPL,Open Long,0.21046,96,20.20416,0.002909,-0.002909
11/26/2025 - 04:36:59,XPL,Open Long,0.21046,96,20.20416,0.002909,-0.002909
11/26/2025 - 04:36:59,XPL,Open Long,0.21046,96,20.20416,0.002909,-0.002909
11/26/2025 - 04:36:59,XPL,Open Long,0.21046,96,20.20416,0.002909,-0.002909
11/26/2025 - 04:37:00,XPL,Open Long,0.21046,96,20.20416,0.002909,-0.002909
11/26/2025 - 04:37:00,XPL,Open Long,0.21046,96,20.20416,0.002909,-0.002909
11/26/2025 - 04:37:00,XPL,Open Long,0.21046,96,20.20416,0.002909,-0.002909
11/26/2025 - 04:37:01,XPL,Open Long,0.21046,96,20.20416,0.002909,-0.002909
11/26/2025 - 04:37:01,XPL,Open Long,0.21046,2063,434.17898,0.062521,-0.062521
11/26/2025 - 04:37:01,XPL,Open Long,0.21046,53626,11286.12796,1.625202,-1.625202
11/26/2025 - 04:37:02,XPL,Open Long,0.21046,4070,856.5722000000001,0.123345,-0.123345
11/26/2025 - 04:44:02,XPL,Open Long,0.20955,2870,601.4085,0.259808,-0.259808
11/26/2025 - 04:46:25,XPL,Open Long,0.2096,2793,585.4128000000001,0.252898,-0.252898
11/26/2025 - 05:02:54,XPL,Open Long,0.20973,13894,2913.98862,1.258843,-1.258843
11/26/2025 - 05:11:26,XPL,Open Long,0.2085,3580,746.43,0.322457,-0.322457
11/26/2025 - 05:11:41,XPL,Open Long,0.20832,3580,745.7856,0.322179,-0.322179
11/26/2025 - 05:13:58,XPL,Open Long,0.2083155905,18789,3914.0416299045,1.690865,-1.690865
11/26/2025 - 10:39:44,XPL,Open Long,0.20799,1795,373.34205000000003,0.161283,-0.161283
11/26/2025 - 10:39:53,XPL,Open Long,0.20801,1766,367.34566,0.158693,-0.158693
11/26/2025 - 11:21:00,XPL,Open Long,0.2064212891,13149,2714.2335303759,1.172548,-1.172548
11/26/2025 - 11:21:26,XPL,Open Long,0.2066239146,12954,2676.6061897284003,1.156292,-1.156292
11/26/2025 - 12:11:53,XPL,Close Long,0.2150427647,173066,37216.5911155702,16.077556,960.1470320000001
11/26/2025 - 12:30:15,MON,Open Short,0.047541,632,30.045912,0.004326,-0.004326
11/26/2025 - 12:30:52,MON,Open Short,0.047541,1678,79.773798,0.011487,-0.011487
11/26/2025 - 12:30:53,MON,Open Short,0.047541,75464,3587.634024,0.516618,-0.516618
11/26/2025 - 12:31:06,MON,Open Short,0.047541,18437,876.513417,0.126217,-0.126217
11/26/2025 - 12:34:40,MON,Open Short,0.047916,59888,2869.593408,0.413221,-0.413221
11/26/2025 - 12:47:15,MON,Close Short,0.0483901391,156099,7553.6523233709,3.263171,-113.490772
11/26/2025 - 13:20:11,MON,Open Short,0.04896,43831,2145.96576,0.309019,-0.309019
11/26/2025 - 13:20:11,MON,Open Short,0.04896,39088,1913.74848,0.275579,-0.275579
11/26/2025 - 13:20:11,MON,Open Short,0.04896,75326,3687.96096,0.531065,-0.531065
11/26/2025 - 14:50:55,MON,Close Short,0.0460132001,158245,7281.3588498245,3.145541,463.170816
11/26/2025 - 19:51:23,XPL,Open Short,0.2204067513,44578,9825.292159451401,4.244522,-4.244522
11/26/2025 - 19:55:35,XPL,Open Short,0.2206678405,60987,13457.8695885735,5.813797,-5.813797
11/26/2025 - 19:57:02,XPL,Open Short,0.22141,4161,921.28701,0.397995,-0.397995
11/26/2025 - 19:57:10,XPL,Open Short,0.22177,4161,922.7849699999999,0.398642,-0.398642
11/26/2025 - 19:57:38,XPL,Open Short,0.2226902318,11949,2660.9255797782,1.149518,-1.149518
11/26/2025 - 19:58:09,XPL,Open Short,0.222388676,10680,2375.11105968,1.026046,-1.026046
11/26/2025 - 20:16:49,XPL,Close Short,0.2186243657,136516,29845.7239079012,12.893345,304.592945
11/26/2025 - 21:10:53,SUI,Open Short,1.5435,362.8,559.9818,0.080637,-0.080637
11/26/2025 - 21:10:55,SUI,Open Short,1.5435,15848.2,24461.696700000004,3.522484,-3.522484
11/26/2025 - 21:10:55,SUI,Open Short,1.5435,4666.7,7203.05145,1.037239,-1.037239
11/26/2025 - 21:25:48,SUI,Open Short,1.5468,319.8,494.66664000000003,0.213695,-0.213695
11/26/2025 - 22:26:29,SUI,Open Short,1.5489,306.1,474.11829,0.204819,-0.204819
11/26/2025 - 22:28:39,SUI,Open Short,1.5531,716.8,1113.26208,0.480929,-0.480929
11/26/2025 - 22:31:02,ZEC,Open Short,519.77,3.09,1606.0892999999999,0.231275,-0.231275
11/26/2025 - 22:31:02,ZEC,Open Short,519.77,0.91,472.9907,0.06811,-0.06811
11/26/2025 - 22:31:03,ZEC,Open Short,519.77,4.63,2406.5351,0.346539,-0.346539
11/26/2025 - 22:31:03,ZEC,Open Short,519.77,1.18,613.3285999999999,0.088319,-0.088319
11/26/2025 - 22:31:03,ZEC,Open Short,519.77,1.64,852.4227999999999,0.122747,-0.122747
11/26/2025 - 22:31:03,ZEC,Open Short,519.77,2.27,1179.8779,0.169901,-0.169901
11/26/2025 - 22:31:03,ZEC,Open Short,519.77,1.12,582.1424000000001,0.083828,-0.083828
11/26/2025 - 22:31:03,ZEC,Open Short,519.77,1.76,914.7952,0.13173,-0.13173
11/26/2025 - 22:31:03,ZEC,Open Short,519.77,2.18,1133.0986,0.163165,-0.163165
11/26/2025 - 22:31:04,ZEC,Open Short,519.77,1.33,691.2941,0.099546,-0.099546
11/26/2025 - 22:31:04,ZEC,Open Short,519.77,0.95,493.78149999999994,0.071104,-0.071104
11/26/2025 - 22:31:04,ZEC,Open Short,519.77,1.71,888.8067,0.127987,-0.127987
11/26/2025 - 22:31:04,ZEC,Open Short,519.77,0.6,311.86199999999997,0.044908,-0.044908
11/26/2025 - 22:31:05,ZEC,Open Short,519.77,2.68,1392.9836,0.200587,-0.200587
11/26/2025 - 22:31:05,ZEC,Open Short,519.77,4.89,2541.6753,0.366001,-0.366001
11/26/2025 - 22:31:05,ZEC,Open Short,519.77,0.95,493.78149999999994,0.071104,-0.071104
11/26/2025 - 22:31:06,ZEC,Open Short,519.77,2.9,1507.3329999999999,0.217055,-0.217055
11/26/2025 - 22:31:19,ZEC,Open Short,519.77,0.39,202.7103,0.02919,-0.02919
11/26/2025 - 22:31:19,ZEC,Open Short,519.77,1.24,644.5147999999999,0.092809,-0.092809
11/26/2025 - 22:31:23,ZEC,Open Short,519.77,0.03,15.5931,0.002245,-0.002245
11/26/2025 - 22:31:23,ZEC,Open Short,519.77,0.33,171.5241,0.024699,-0.024699
11/26/2025 - 22:31:26,ZEC,Open Short,519.77,0.96,498.9792,0.071853,-0.071853
11/26/2025 - 22:31:27,ZEC,Open Short,519.77,0.09,46.7793,0.006736,-0.006736
11/26/2025 - 22:31:28,ZEC,Open Short,519.77,1.34,696.4918,0.100293,-0.100293
11/26/2025 - 22:38:18,ZEC,Close Short,517.1310186367,39.17,20256.02199999954,8.750593,94.618307
11/26/2025 - 22:38:43,XPL,Open Short,0.22277,69820,15553.8014,2.239747,-2.239747
11/26/2025 - 22:38:43,XPL,Open Short,0.22277,87,19.38099,0.00279,-0.00279
11/26/2025 - 22:38:46,XPL,Open Short,0.22277,10866,2420.61882,0.348569,-0.348569
11/26/2025 - 22:38:48,XPL,Open Short,0.22277,190,42.326299999999996,0.006094,-0.006094
11/26/2025 - 22:38:50,XPL,Open Short,0.22277,3686,821.13022,0.118242,-0.118242
11/26/2025 - 22:38:54,XPL,Open Short,0.22277,65,14.48005,0.002085,-0.002085
11/26/2025 - 22:38:56,XPL,Open Short,0.22277,52,11.58404,0.001668,-0.001668
11/26/2025 - 22:40:09,XPL,Open Short,0.22277,373,83.09321,0.011965,-0.011965
11/26/2025 - 22:44:04,XPL,Open Short,0.2245,16515,3707.6175000000003,1.601689,-1.601689
11/26/2025 - 22:45:34,XPL,Open Short,0.22506,3364,757.10184,0.327067,-0.327067
11/26/2025 - 22:46:05,XPL,Open Short,0.22635,3364,761.4413999999999,0.328942,-0.328942
11/26/2025 - 22:46:12,XPL,Open Short,0.2268,3364,762.9552,0.329596,-0.329596
11/26/2025 - 22:46:23,XPL,Open Short,0.22697,1869,424.20693,0.183257,-0.183257
11/26/2025 - 23:06:10,XPL,Close Short,0.2231844106,113615,25357.096810319,10.954255,11.60848
11/26/2025 - 23:08:42,SUI,Open Short,1.5519,396.1,614.7075900000001,0.265553,-0.265553
11/26/2025 - 23:11:38,SUI,Open Short,1.5609,554.4,865.3629599999999,0.373836,-0.373836
11/26/2025 - 23:13:37,SUI,Open Short,1.5545789521,551.6,857.50574997836,0.370442,-0.370442
11/26/2025 - 23:57:45,SUI,Close Short,1.5445275317,23722.5,36640.05437075325,15.828489,-11.737109
11/27/2025 - 00:00:18,HYPE,Open Short,36.303,3.15,114.35444999999999,0.016467,-0.016467
11/27/2025 - 00:00:19,HYPE,Open Short,36.303,11.77,427.28630999999996,0.061529,-0.061529
11/27/2025 - 00:00:19,HYPE,Open Short,36.303,154.12,5595.01836,0.805682,-0.805682
11/27/2025 - 00:00:20,HYPE,Open Short,36.303,0.32,11.616959999999999,0.001672,-0.001672
11/27/2025 - 00:00:22,HYPE,Open Short,36.303,3.45,125.24535,0.018034,-0.018034
11/27/2025 - 00:00:22,HYPE,Open Short,36.303,0.3,10.890899999999998,0.001568,-0.001568
11/27/2025 - 00:00:23,HYPE,Open Short,36.303,0.35,12.706049999999998,0.001829,-0.001829
11/27/2025 - 00:00:25,HYPE,Open Short,36.303,36.94,1341.03282,0.193108,-0.193108
11/27/2025 - 00:00:26,HYPE,Open Short,36.303,45.29,1644.1628699999999,0.236759,-0.236759
11/27/2025 - 00:00:27,HYPE,Open Short,36.303,2.75,99.83324999999999,0.014375,-0.014375
11/27/2025 - 00:00:29,HYPE,Open Short,36.303,4.85,176.06954999999996,0.025354,-0.025354
11/27/2025 - 00:00:31,HYPE,Open Short,36.303,12.32,447.25296,0.064403,-0.064403
11/27/2025 - 00:00:31,HYPE,Open Short,36.303,647.43,23503.651289999998,3.384525,-3.384525
11/27/2025 - 00:11:28,HYPE,Close Short,36.1475339855,923.04,33365.619769975914,14.413943,129.087407
11/27/2025 - 00:13:09,MON,Open Short,0.0482337339,152941,7376.9154963999,3.186824,-3.186824
11/27/2025 - 00:14:55,MON,Open Short,0.048493,10795,523.481935,0.226144,-0.226144
11/27/2025 - 00:15:35,MON,Open Short,0.04914,10795,530.4663,0.229161,-0.229161
11/27/2025 - 00:16:33,MON,Open Short,0.049129,10795,530.3475549999999,0.22911,-0.22911
11/27/2025 - 00:17:06,MON,Open Short,0.049203,10795,531.146385,0.229455,-0.229455
11/27/2025 - 00:17:58,MON,Close Short,0.0474902473,196121,9313.8347907233,4.023575,174.398044
11/27/2025 - 00:55:45,HYPE,Open Short,36.229,7.64,276.78956,0.039857,-0.039857
11/27/2025 - 00:55:46,HYPE,Open Short,36.229,0.66,23.91114,0.003443,-0.003443
11/27/2025 - 00:55:48,HYPE,Open Short,36.229,3.16,114.48364000000001,0.016485,-0.016485
11/27/2025 - 00:55:49,HYPE,Open Short,36.229,12.1,438.37089999999995,0.063124,-0.063124
11/27/2025 - 00:55:50,HYPE,Open Short,36.229,0.55,19.92595,0.002869,-0.002869
11/27/2025 - 00:55:51,HYPE,Open Short,36.229,0.75,27.17175,0.003912,-0.003912
11/27/2025 - 00:55:52,HYPE,Open Short,36.229,4.06,147.08973999999998,0.021179,-0.021179
11/27/2025 - 00:55:52,HYPE,Open Short,36.229,8.95,324.24954999999994,0.046691,-0.046691
11/27/2025 - 00:55:52,HYPE,Open Short,36.229,18.94,686.17726,0.098809,-0.098809
11/27/2025 - 00:55:53,HYPE,Open Short,36.229,0.35,12.68015,0.001825,-0.001825
11/27/2025 - 00:55:53,HYPE,Open Short,36.229,0.5,18.1145,0.002608,-0.002608
11/27/2025 - 00:55:54,HYPE,Open Short,36.229,0.44,15.94076,0.002295,-0.002295
11/27/2025 - 00:55:56,HYPE,Open Short,36.229,30.29,1097.3764099999999,0.158022,-0.158022
11/27/2025 - 00:55:56,HYPE,Open Short,36.229,31.62,1145.56098,0.16496,-0.16496
11/27/2025 - 00:56:02,HYPE,Open Short,36.229,11.95,432.93654999999995,0.062342,-0.062342
11/27/2025 - 00:56:03,HYPE,Open Short,36.229,250.11,9061.23519,1.304817,-1.304817
11/27/2025 - 00:56:04,HYPE,Open Short,36.229,37.64,1363.65956,0.196366,-0.196366
