time,coin,dir,px,sz,ntl,fee,closedPnl
11/27/2025 - 00:56:06,HYPE,Open Short,36.229,325.88,11806.30652,1.700108,-1.700108
11/27/2025 - 01:18:26,HYPE,Close Short,35.886,745.59,26756.24274,11.558696,244.178674
11/27/2025 - 02:05:29,XPL,Open Long,0.21671,2947,638.6443700000001,0.091964,-0.091964
11/27/2025 - 02:05:29,XPL,Open Long,0.21671,4179,905.6310900000001,0.13041,-0.13041
11/27/2025 - 02:05:29,XPL,Open Long,0.21671,8179,1772.47109,0.255234,-0.255234
11/27/2025 - 02:05:29,XPL,Open Long,0.21671,4179,905.6310900000001,0.13041,-0.13041
11/27/2025 - 02:05:30,XPL,Open Long,0.21671,17287,3746.2657700000004,0.539461,-0.539461
11/27/2025 - 02:05:30,XPL,Open Long,0.21671,6000,1300.26,0.187236,-0.187236
11/27/2025 - 02:05:33,XPL,Open Long,0.21671,1790,387.9109,0.055859,-0.055859
11/27/2025 - 02:11:27,XPL,Close Long,0.2166007525,44561,9651.9461321525,4.169635,-9.036857000000001
11/27/2025 - 02:53:07,HYPE,Open Short,36.3402557984,864.9,31430.68724003616,13.57805,-13.57805
11/27/2025 - 02:58:50,HYPE,Close Short,36.368853775,864.9,31455.421629997498,13.588735,-38.371385000000004
11/27/2025 - 04:25:08,XPL,Open Long,0.21598,2541,548.8051800000001,0.079027,-0.079027
11/27/2025 - 04:25:22,XPL,Open Long,0.21598,20081,4337.0943800000005,0.624541,-0.624541
11/27/2025 - 04:25:23,XPL,Open Long,0.21598,4000,863.9200000000001,0.124404,-0.124404
11/27/2025 - 04:25:26,XPL,Open Long,0.21598,4232,914.02736,0.131619,-0.131619
11/27/2025 - 04:25:29,XPL,Open Long,0.21598,34149,7375.501020000001,1.062071,-1.062071
11/27/2025 - 04:25:29,XPL,Open Long,0.21598,6000,1295.88,0.186606,-0.186606
11/27/2025 - 04:25:29,XPL,Open Long,0.21598,20210,4364.9558,0.628551,-0.628551
11/27/2025 - 04:25:30,XPL,Open Long,0.21598,17094,3691.96212,0.53164,-0.53164
11/27/2025 - 04:25:30,XPL,Open Long,0.21598,14943,3227.38914,0.464742,-0.464742
11/27/2025 - 04:25:30,XPL,Open Long,0.21598,1430,308.8514,0.044474,-0.044474
11/27/2025 - 04:40:38,XPL,Close Long,0.21354,619,132.18126,0.019033,-1.529393
11/27/2025 - 04:40:38,XPL,Close Long,0.21354,235,50.1819,0.007226,-0.580626
11/27/2025 - 04:40:41,XPL,Close Long,0.21354,5854,1250.0631600000002,0.180009,-14.463769
11/27/2025 - 04:41:03,XPL,Close Long,0.2132350069,17306,3690.2450294114,1.594184,-49.099033999999996
11/27/2025 - 04:42:24,XPL,Open Long,0.213403637,69709,14876.154131633,6.426491,-6.426491
11/27/2025 - 04:43:43,XPL,Open Long,0.2127377508,49280,10483.716359424,4.52896,-4.52896
11/27/2025 - 05:03:43,XPL,Close Long,0.2129086991,219655,46766.4603008105,20.203097,-355.243077
11/27/2025 - 05:03:57,XPL,Open Long,0.2130695756,220129,46902.7926072524,20.261992,-20.261992
11/27/2025 - 05:58:15,XPL,Close Long,0.2114820179,220129,46553.325118309105,20.111024,-369.451815
11/27/2025 - 12:58:37,ZEC,Open Long,504.5026718896,85.52,43145.06849999859,18.638661,-18.638661
11/27/2025 - 22:53:16,ZEC,Open Long,495.7021875,3.2,1586.247,0.685255,-0.685255
11/27/2025 - 22:53:20,ZEC,Open Long,495.78,7.52,3728.2655999999997,1.61061,-1.61061
11/27/2025 - 22:53:29,ZEC,Open Long,495.7817116279,10.75,5329.653399999925,2.302407,-2.302407
11/27/2025 - 22:57:47,ZEC,Open Long,494.36,8.35,4127.906,1.783255,-1.783255
11/27/2025 - 23:46:55,ZEC,Open Long,488.19,3.55,1733.0745,0.748688,-0.748688
11/27/2025 - 23:47:44,ZEC,Open Long,488.26,0.58,283.19079999999997,0.122338,-0.122338
11/28/2025 - 02:52:39,ZEC,Market Order Liquidation: Close Long,451.7181643927,119.47,53966.769099995865,23.313643,-5989.948372000001
11/28/2025 - 04:00:54,XPL,Open Short,0.2058067129,177421,36514.4328094309,15.774217,-15.774217
11/28/2025 - 04:02:50,XPL,Close Short,0.2063588408,177421,36612.3918935768,15.816539,-113.902113
11/28/2025 - 04:04:45,XPL,Open Short,0.2066427618,169935,35115.837726483,15.170028,-15.170028
11/28/2025 - 04:07:18,XPL,Close Short,0.2072363199,169935,35216.7040222065,15.213604,-116.20936400000001
11/29/2025 - 00:34:59,XPL,Open Short,0.2223198705,99410,22100.818326405,9.547543,-9.547543
11/29/2025 - 01:35:10,XPL,Close Short,0.2195372502,99410,21824.198042382002,9.428052,267.105698
11/29/2025 - 03:33:00,XPL,Open Short,0.22422,51,11.43522,0.001646,-0.001646
11/29/2025 - 03:33:05,XPL,Close Short,0.22427,51,11.43777,0.004941,-0.007491
11/29/2025 - 03:40:48,SUI,Open Long,1.5123045195,16466.4,24902.211139894804,10.757748,-10.757748
11/29/2025 - 04:16:55,SUI,Close Long,1.5151864384,16466.4,24949.66596926976,10.778248,36.751002
11/29/2025 - 10:54:34,SUI,Open Long,1.5009014825,16762.4,25158.711010258,10.868555,-10.868555
11/29/2025 - 11:19:43,SUI,Close Long,1.4955166665,16762.4,25068.4485705396,10.829561,-101.067151
11/29/2025 - 19:10:13,XPL,Open Long,0.2073778347,115837,24022.026238143902,10.377507,-10.377507
11/29/2025 - 19:26:50,XPL,Close Long,0.2072446472,115837,24006.5981977064,10.370843,-25.702192
11/29/2025 - 20:10:30,XPL,Open Short,0.2088301761,113265,23653.149895966497,10.218155,-10.218155
11/29/2025 - 20:22:59,XPL,Close Short,0.2094431525,113265,23722.5786679125,10.248143,-79.696863
11/30/2025 - 00:49:48,XPL,Open Short,0.2103365424,108208,22760.0965800192,9.832351,-9.832351
11/30/2025 - 01:28:03,XPL,Close Short,0.2094623167,108208,22665.498365473602,9.791486,84.748032
11/30/2025 - 01:28:15,XPL,Open Long,0.2095155317,152092,31865.6362473164,13.765943,-13.765943
11/30/2025 - 02:52:38,XPL,Close Long,0.2101129165,152092,31956.493696318,13.805195,77.133115
11/30/2025 - 13:48:23,SUI,Open Short,1.5444652537,21050,32510.993590385002,14.044741,-14.044741
11/30/2025 - 16:47:32,SUI,Close Short,1.5392703069,21050,32401.639960245,13.997499,95.24554099999999
11/30/2025 - 18:35:30,XPL,Open Short,0.21104,42779,9028.08016,1.300042,-1.300042
11/30/2025 - 18:35:31,XPL,Open Short,0.21104,18439,3891.36656,0.560356,-0.560356
11/30/2025 - 18:35:32,XPL,Open Short,0.21104,26201,5529.45904,0.796241,-0.796241
11/30/2025 - 18:35:32,XPL,Open Short,0.21104,46814,9879.62656,1.422659,-1.422659
11/30/2025 - 18:35:33,XPL,Open Short,0.21104,4325,912.748,0.131435,-0.131435
11/30/2025 - 18:35:43,XPL,Open Short,0.21104,377,79.56208000000001,0.011456,-0.011456
11/30/2025 - 18:36:01,XPL,Open Short,0.21104,397,83.78288,0.012064,-0.012064
11/30/2025 - 19:35:20,XPL,Close Short,0.2126927001,139332,29634.8992903332,12.802268,-243.076278
11/30/2025 - 19:37:23,XPL,Open Short,0.2118983809,128573,27244.410527455697,11.769575,-11.769575
11/30/2025 - 19:51:57,XPL,Close Short,0.211924121,128573,27247.720009333,11.771002,-15.129458
12/1/2025 - 00:40:32,XPL,Open Long,0.2052955918,131445,26985.079064151003,11.657545,-11.657545
12/1/2025 - 00:50:37,XPL,Close Long,0.1985965491,131445,26104.5233964495,11.277146,-891.755031
12/1/2025 - 00:51:14,XPL,Open Long,0.1990218932,90401,17991.7781671732,7.772443,-7.772443
12/1/2025 - 00:58:35,XPL,Close Long,0.1974442082,90401,17849.1538654882,7.710829,-150.25438
